#### TestType,Descr,scheme,ptModulus,digitSize,standardDeviation,secretKeyDist,maxRelinSkDeg,ksTech,scalTech,firstModSize,batchSize,numLargeDigits,multiplicativeDepth,scalingModSize,securityLevel,ringDim,evalAddCount,keySwitchCount,encryptionTechnique,multiplicationTechnique,multiHopModSize,PREMode,multipartyMode,executionMode,decryptionNoiseMode,noiseEstimate,desiredPrecision,statisticalSecurity,numAdversarialQueries,thresholdNumOfParties,interactiveBootCompressionLevel,Error,indexList
BGVRNS_AUTOMORPHISM,1,BGVRNS_SCHEME,17,1,,,,BV,FIXEDMANUAL,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,SUCCESS,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,2,BGVRNS_SCHEME,17,1,,,,BV,FIXEDMANUAL,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_INPUT_DATA,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,3,BGVRNS_SCHEME,17,1,,,,BV,FIXEDMANUAL,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,4,BGVRNS_SCHEME,17,1,,,,BV,FIXEDMANUAL,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,5,BGVRNS_SCHEME,17,1,,,,BV,FIXEDMANUAL,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_EVAL_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,6,BGVRNS_SCHEME,17,1,,,,BV,FIXEDMANUAL,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_INDEX,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,7,BGVRNS_SCHEME,17,1,,,,BV,FIXEDAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,SUCCESS,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,8,BGVRNS_SCHEME,17,1,,,,BV,FIXEDAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_INPUT_DATA,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,9,BGVRNS_SCHEME,17,1,,,,BV,FIXEDAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,10,BGVRNS_SCHEME,17,1,,,,BV,FIXEDAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,11,BGVRNS_SCHEME,17,1,,,,BV,FIXEDAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_EVAL_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,12,BGVRNS_SCHEME,17,1,,,,BV,FIXEDAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_INDEX,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,13,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,SUCCESS,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,14,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_INPUT_DATA,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,15,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,16,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,17,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_EVAL_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,18,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTO,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_INDEX,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,19,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTOEXT,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,SUCCESS,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,20,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTOEXT,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_INPUT_DATA,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,21,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTOEXT,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,22,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTOEXT,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,23,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTOEXT,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_EVAL_KEY,3|5|7|9|11|13|15
BGVRNS_AUTOMORPHISM,24,BGVRNS_SCHEME,17,1,,,,BV,FLEXIBLEAUTOEXT,,,,,,HEStd_NotSet,8,,,,,,,,,,,,,,,,INVALID_INDEX,3|5|7|9|11|13|15
#### TestType,Descr,scheme,ptModulus,digitSize,standardDeviation,secretKeyDist,maxRelinSkDeg,ksTech,scalTech,firstModSize,batchSize,numLargeDigits,multiplicativeDepth,scalingModSize,securityLevel,ringDim,evalAddCount,keySwitchCount,encryptionTechnique,multiplicationTechnique,multiHopModSize,PREMode,multipartyMode,executionMode,decryptionNoiseMode,noiseEstimate,desiredPrecision,statisticalSecurity,numAdversarialQueries,thresholdNumOfParties,interactiveBootCompressionLevel,Error,indexList
EVAL_AT_INDX_PACKED_ARRAY,31,BGVRNS_SCHEME,65537,,,,,,FIXEDMANUAL,,,,,,,,,,,,,,,,,,,,,,,SUCCESS,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,32,BGVRNS_SCHEME,65537,,,,,,FIXEDMANUAL,,,,,,,,,,,,,,,,,,,,,,,CORNER_CASES,0
EVAL_AT_INDX_PACKED_ARRAY,33,BGVRNS_SCHEME,65537,,,,,,FIXEDMANUAL,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT_DATA,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,34,BGVRNS_SCHEME,65537,,,,,,FIXEDMANUAL,,,,,,,,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,35,BGVRNS_SCHEME,65537,,,,,,FIXEDMANUAL,,,,,,,,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,36,BGVRNS_SCHEME,65537,,,,,,FIXEDMANUAL,,,,,,,,,,,,,,,,,,,,,,,NO_KEY_GEN_CALL,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,37,BGVRNS_SCHEME,65537,,,,,,FIXEDAUTO,,,,,,,,,,,,,,,,,,,,,,,SUCCESS,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,38,BGVRNS_SCHEME,65537,,,,,,FIXEDAUTO,,,,,,,,,,,,,,,,,,,,,,,CORNER_CASES,0
EVAL_AT_INDX_PACKED_ARRAY,39,BGVRNS_SCHEME,65537,,,,,,FIXEDAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT_DATA,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,40,BGVRNS_SCHEME,65537,,,,,,FIXEDAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,41,BGVRNS_SCHEME,65537,,,,,,FIXEDAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,42,BGVRNS_SCHEME,65537,,,,,,FIXEDAUTO,,,,,,,,,,,,,,,,,,,,,,,NO_KEY_GEN_CALL,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,43,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTO,,,,,,,,,,,,,,,,,,,,,,,SUCCESS,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,44,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTO,,,,,,,,,,,,,,,,,,,,,,,CORNER_CASES,0
EVAL_AT_INDX_PACKED_ARRAY,45,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT_DATA,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,46,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,47,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,48,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTO,,,,,,,,,,,,,,,,,,,,,,,NO_KEY_GEN_CALL,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,49,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTOEXT,,,,,,,,,,,,,,,,,,,,,,,SUCCESS,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,50,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTOEXT,,,,,,,,,,,,,,,,,,,,,,,CORNER_CASES,0
EVAL_AT_INDX_PACKED_ARRAY,51,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTOEXT,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT_DATA,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,52,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTOEXT,,,,,,,,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,53,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTOEXT,,,,,,,,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,3|5|7|9|11|13|15
EVAL_AT_INDX_PACKED_ARRAY,54,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTOEXT,,,,,,,,,,,,,,,,,,,,,,,NO_KEY_GEN_CALL,3|5|7|9|11|13|15
#### TestType,Descr,scheme,ptModulus,digitSize,standardDeviation,secretKeyDist,maxRelinSkDeg,ksTech,scalTech,firstModSize,batchSize,numLargeDigits,multiplicativeDepth,scalingModSize,securityLevel,ringDim,evalAddCount,keySwitchCount,encryptionTechnique,multiplicationTechnique,multiHopModSize,PREMode,multipartyMode,executionMode,decryptionNoiseMode,noiseEstimate,desiredPrecision,statisticalSecurity,numAdversarialQueries,thresholdNumOfParties,interactiveBootCompressionLevel,Error,indexList
EVAL_SUM_PACKED_ARRAY,61,BGVRNS_SCHEME,65537,,,,,,FIXEDMANUAL,,,,,,,,,,,,,,,,,,,,,,,SUCCESS,
EVAL_SUM_PACKED_ARRAY,62,BGVRNS_SCHEME,65537,,,,,,FIXEDMANUAL,,,,,,,,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,
EVAL_SUM_PACKED_ARRAY,63,BGVRNS_SCHEME,65537,,,,,,FIXEDMANUAL,,,,,,,,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,
EVAL_SUM_PACKED_ARRAY,64,BGVRNS_SCHEME,65537,,,,,,FIXEDMANUAL,,,,,,,,,,,,,,,,,,,,,,,INVALID_BATCH_SIZE,
EVAL_SUM_PACKED_ARRAY,65,BGVRNS_SCHEME,65537,,,,,,FIXEDMANUAL,,,,,,,,,,,,,,,,,,,,,,,NO_KEY_GEN_CALL,
EVAL_SUM_PACKED_ARRAY,66,BGVRNS_SCHEME,65537,,,,,,FIXEDAUTO,,,,,,,,,,,,,,,,,,,,,,,SUCCESS,
EVAL_SUM_PACKED_ARRAY,67,BGVRNS_SCHEME,65537,,,,,,FIXEDAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,
EVAL_SUM_PACKED_ARRAY,68,BGVRNS_SCHEME,65537,,,,,,FIXEDAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,
EVAL_SUM_PACKED_ARRAY,69,BGVRNS_SCHEME,65537,,,,,,FIXEDAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_BATCH_SIZE,
EVAL_SUM_PACKED_ARRAY,70,BGVRNS_SCHEME,65537,,,,,,FIXEDAUTO,,,,,,,,,,,,,,,,,,,,,,,NO_KEY_GEN_CALL,
EVAL_SUM_PACKED_ARRAY,71,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTO,,,,,,,,,,,,,,,,,,,,,,,SUCCESS,
EVAL_SUM_PACKED_ARRAY,72,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,
EVAL_SUM_PACKED_ARRAY,73,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,
EVAL_SUM_PACKED_ARRAY,74,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTO,,,,,,,,,,,,,,,,,,,,,,,INVALID_BATCH_SIZE,
EVAL_SUM_PACKED_ARRAY,75,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTO,,,,,,,,,,,,,,,,,,,,,,,NO_KEY_GEN_CALL,
EVAL_SUM_PACKED_ARRAY,76,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTOEXT,,,,,,,,,,,,,,,,,,,,,,,SUCCESS,
EVAL_SUM_PACKED_ARRAY,77,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTOEXT,,,,,,,,,,,,,,,,,,,,,,,INVALID_PRIVATE_KEY,
EVAL_SUM_PACKED_ARRAY,78,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTOEXT,,,,,,,,,,,,,,,,,,,,,,,INVALID_PUBLIC_KEY,
EVAL_SUM_PACKED_ARRAY,79,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTOEXT,,,,,,,,,,,,,,,,,,,,,,,INVALID_BATCH_SIZE,
EVAL_SUM_PACKED_ARRAY,80,BGVRNS_SCHEME,65537,,,,,,FLEXIBLEAUTOEXT,,,,,,,,,,,,,,,,,,,,,,,NO_KEY_GEN_CALL,
